order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,line_seq
0020050276-000030#M260,0020050276-000030,DC01,PC,1500.0,2.0,810.0,24.0,52.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,48,1500.0,2.0,PC,0.0,False,False,False,False,False,False,46
0020050276-000060#M263,0020050276-000060,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,49,1500.0,2.0,PC,0.0,False,False,False,False,False,False,47
0020050208-000020#M275,0020050208-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,50,1500.0,1.5,PC,0.0,False,False,False,False,False,False,48
0020050208-000050#M266,0020050208-000050,DC01,PC,1500.0,1.5,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,51,1500.0,1.2,PC,0.0,False,False,False,False,False,False,49
0020049983-000130#M424,0020049983-000130,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,52,1500.0,1.5,PC,0.0,False,False,False,False,False,False,50
0020050276-000020#M256,0020050276-000020,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,53,1500.0,1.5,PC,0.0,False,False,False,False,False,False,51
0020050208-000060#M270,0020050208-000060,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,54,1500.0,1.8,PC,0.0,False,False,False,False,False,False,52
0020050208-000040#M273,0020050208-000040,DC01,PC,1500.0,1.4,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,55,1500.0,1.8,PC,0.0,False,False,False,False,False,False,53
0020049983-000080#M429,0020049983-000080,DC01,PC,1500.0,1.1,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,56,1500.0,1.4,PC,0.0,False,False,False,False,False,False,54
0020050205-000130#M309,0020050205-000130,DC01,PC,1500.0,1.2,810.0,24.0,240.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,57,1500.0,1.1,PC,0.0,False,False,False,False,False,False,55
0020049276-000020#M616,0020049276-000020,SPCC,PC,1500.0,1.43,805.0,24.0,105.44,2025-10-31,大辊/小辊,dual,1.0,805.0,805.0,small_roll,2025-10-31,1,1686.0,False,59,1500.0,1.2,PC,0.0,False,False,False,False,False,False,56
0030085364-000030#M123,0030085364-000030,T1500HS,HOTFORM,1500.0,1.2,840.0,24.0,78.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1686.0,False,60,1500.0,1.43,PC,0.0,False,False,False,False,True,True,57
0030081403-000050#M704,0030081403-000050,T1500HS,HOTFORM,1455.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1686.0,False,61,1500.0,1.2,HOTFORM,45.0,False,False,False,False,False,False,58
0030085399-000050#M142,0030085399-000050,T1500HS,HOTFORM,1455.0,1.4,840.0,24.0,104.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1686.0,False,62,1455.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,59
0030085364-000040#M141,0030085364-000040,T1500HS,HOTFORM,1448.0,1.6,840.0,24.0,78.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1686.0,False,64,1455.0,1.4,HOTFORM,7.0,False,False,False,False,False,False,60
0030085363-000010#M130,0030085363-000010,T1500HS,HOTFORM,1372.0,1.4,840.0,24.0,78.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,1,1686.0,False,65,1448.0,1.6,HOTFORM,76.0,False,False,False,False,False,False,61
0030084275-000010#M328,0030084275-000010,HC420LA,低合金高强,1397.0,1.5,790.0,21.5,130.0,2025-10-31,小辊,small_only,1.0,790.0,790.0,small_roll,2025-10-31,1,1686.0,False,67,1372.0,1.4,HOTFORM,-25.0,True,False,False,False,True,True,62
0030084745-000080#M219,0030084745-000080,HC340LA,低合金高强,1353.0,2.0,770.0,24.0,78.0,2025-10-31,小辊,small_only,1.0,770.0,770.0,small_roll,2025-10-31,1,1686.0,False,69,1397.0,1.5,低合金高强,44.0,False,False,True,False,False,False,63
0030085175-000190#M120,0030085175-000190,T1500HS,HOTFORM,1335.0,1.2,840.0,22.5,75.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1686.0,False,71,1353.0,2.0,低合金高强,18.0,False,False,True,False,True,True,64
0020050290-000010#M251,0020050290-000010,THS2-TY,IF钢,1258.0,1.0,795.0,21.0,128.6,2025-10-31,大辊/小辊,dual,1.0,795.0,795.0,small_roll,2025-10-31,1,1686.0,False,73,1335.0,1.2,HOTFORM,77.0,False,False,False,False,True,True,65
0020049982-000040#M442,0020049982-000040,DC01,PC,1250.0,1.8,810.0,21.5,195.7,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,75,1258.0,1.0,IF钢,8.0,False,False,True,False,True,True,66
0030085309-000010#M19,0030085309-000010,T1500HS,HOTFORM,1210.0,1.8,840.0,21.5,96.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,1,1686.0,False,76,1250.0,1.8,PC,40.0,False,False,False,False,True,True,67
0030086425-000010#M16,0030086425-000010,HC340LA,低合金高强,1194.0,1.0,780.0,21.5,216.0,2025-11-10,小辊,small_only,1.0,780.0,780.0,small_roll,2025-11-10,1,1686.0,False,78,1210.0,1.8,HOTFORM,16.0,False,False,True,False,True,True,68
0020050289-000010#M245,0020050289-000010,DC01,PC,919.0,1.0,810.0,18.5,150.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1686.0,False,80,1194.0,1.0,低合金高强,275.0,False,True,False,False,True,True,69
0020050288-000010#M242,0020050288-000010,DC01,PC,919.0,1.0,810.0,18.5,120.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1686.0,False,81,919.0,1.0,PC,0.0,False,False,False,False,False,False,70
0020049281-000030#M602,0020049281-000030,DC01,PC,919.0,1.0,810.0,18.5,172.92,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1686.0,False,83,919.0,1.0,PC,0.0,False,False,False,False,False,False,71
0020049281-000040#M605,0020049281-000040,DC01,PC,919.0,1.2,810.0,18.5,204.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1686.0,False,84,919.0,1.0,PC,0.0,False,False,False,False,False,False,72
0020049280-000030#M610,0020049280-000030,DC01,PC,919.0,1.0,810.0,18.5,210.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1686.0,False,85,919.0,1.2,PC,0.0,False,False,False,False,False,False,73
0020049982-000030#M444,0020049982-000030,DC01,PC,1250.0,1.0,810.0,21.5,97.42,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,87,919.0,1.0,PC,-331.0,True,False,False,False,False,False,74
0020050205-000100#M308,0020050205-000100,DC01,PC,1250.0,1.2,810.0,21.5,194.8,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,88,1250.0,1.0,PC,0.0,False,False,False,False,False,False,75
0020049982-000010#M439,0020049982-000010,DC01,PC,1250.0,0.8,810.0,21.5,217.4,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1686.0,False,90,1250.0,1.2,PC,0.0,False,False,True,False,False,False,76
