order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,line_source,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,global_seq,line_seq,campaign_seq,line_name,campaign_real_seq
0020050276-000070#M264,0020050276-000070,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,57,1500.0,1.5,PC,0.0,False,False,False,False,False,False,57,29,14,小辊线,14
0020050208-000090#M274,0020050208-000090,DC01,PC,1500.0,2.0,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,58,1500.0,1.8,PC,0.0,False,False,False,False,False,False,58,30,15,小辊线,15
0020049981-000040#M448,0020049981-000040,DC01,PC,1500.0,1.5,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,59,1500.0,2.0,PC,0.0,False,False,False,False,False,False,59,31,16,小辊线,16
0020050276-000020#M256,0020050276-000020,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,60,1500.0,1.5,PC,0.0,False,False,False,False,False,False,60,32,17,小辊线,17
0020049981-000070#M438,0020049981-000070,DC01,PC,1500.0,2.0,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,61,1500.0,1.8,PC,0.0,False,False,False,False,False,False,61,33,18,小辊线,18
0020050208-000060#M270,0020050208-000060,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,62,1500.0,2.0,PC,0.0,False,False,False,False,False,False,62,34,19,小辊线,19
0020050208-000050#M266,0020050208-000050,DC01,PC,1500.0,1.5,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,63,1500.0,1.8,PC,0.0,False,False,False,False,False,False,63,35,20,小辊线,20
0030081403-000050#M704,0030081403-000050,T1500HS,HOTFORM,1455.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,4,1165.0,False,64,,,,,False,False,False,False,False,False,64,36,1,小辊线,1
0030085399-000050#M142,0030085399-000050,T1500HS,HOTFORM,1455.0,1.4,840.0,24.0,104.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,small_only,4,1165.0,False,65,1455.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,65,37,2,小辊线,2
0030085364-000040#M141,0030085364-000040,T1500HS,HOTFORM,1448.0,1.6,840.0,24.0,78.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,small_only,4,1165.0,False,66,1455.0,1.4,HOTFORM,7.0,False,False,False,False,False,False,66,38,3,小辊线,3
0030085399-000030#M129,0030085399-000030,T1500HS,HOTFORM,1375.0,1.4,840.0,24.0,104.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,small_only,4,1165.0,False,67,1448.0,1.6,HOTFORM,73.0,False,False,False,False,False,False,67,39,4,小辊线,4
0030085363-000010#M130,0030085363-000010,T1500HS,HOTFORM,1372.0,1.4,840.0,24.0,78.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,small_only,4,1165.0,False,68,1375.0,1.4,HOTFORM,3.0,False,False,False,False,False,False,68,40,5,小辊线,5
0020050205-000070#M299,0020050205-000070,DC01,PC,1250.0,1.0,810.0,21.5,120.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,5,1165.0,False,69,,,,,False,False,False,False,False,False,69,41,1,小辊线,1
0020050205-000100#M308,0020050205-000100,DC01,PC,1250.0,1.2,810.0,21.5,194.8,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,5,1165.0,False,70,1250.0,1.0,PC,0.0,False,False,False,False,False,False,70,42,2,小辊线,2
